日期,主题,标的,方向,原文定位,关键催化,参考材料,当前位置判断,交易表达,风险点,交易提示,下次复盘日期,备注
2026-08-13,正帆订单与盈利预期上修,正帆科技,半导体厂务/Gasbox/零部件,"消息称正帆科技主业、Gasbox供给和订单增长强化，机构交流据称将明年盈利预期由7亿元上修至10亿元","晶圆厂资本开支；Gasbox缺货与批量交付；订单；客户认证；盈利预测上修","公司公告；中报和业绩会；客户认证；订单与合同负债；产能利用率；收入分项；毛利率；机构交流原文","连续上涨后需把盈利预期上修与实际订单、交付和财务数据分开验证",高位多看图；趋势保持留,"预测上修落空；Gasbox交付或认证延后；客户压价；产能利用率不足；高位回撤和趋势破位",趋势未破时跟踪量价,2026-08-31,"承接7月28日正帆Gasbox与8月12日零部件瓶颈记录，新增盈利预期上修线索"
2026-08-13,后道测试订单与定增兑现,长川科技/华峰测控/精智达/爱德万,AI芯片测试/SoC/HBM/存储测试,"消息称爱德万创新高、AI芯片与HBM测试需求提升，长川高端SoC测试机订单持续环比放量并以31亿元定增加码研发扩产","AI芯片和HBM测试；测试时间与插入次数；SoC订单；31亿元定增；先进封装；国产替代","爱德万财报和业绩会；公司公告；客户认证；订单、发出商品、合同负债；定增公告与募投进度；收入和毛利率；测试市场统计原始口径","海外龙头股价和行业规模不能替代国内订单及利润验证，重点看长川产品放量和现金流",高位多看图；趋势保持留,"订单未转收入；客户集中；定增项目延期；测试机竞争和价格压力；市场规模口径偏大；估值提前反映",趋势未破时跟踪量价,2026-08-31,"承接7月10日长川GPU SoC与存储测试记录，新增爱德万业绩传导及31亿元定增线索"
2026-08-13,先导基电现场调研验证,先导基电/凯世通,离子注入机/静电卡盘/MFC/钼基材料,"消息称先导基电完成现场调研、产品技术介绍、管理层问答及基地展厅和产线参观，并要求对照7月28日点评梳理预期差","离子注入机型号；DRAM和先进逻辑客户导入；订单中标与验收；静电卡盘；MFC；钼基材料；产能利用率","公司公告；客户招投标；采购合同；设备交付验收；工艺数据；客户认证；半年报和三季报；收入、订单和毛利率","现场调研属于验证节点，需沿产品、客户、订单、交付、收入逐级确认，不将参观直接视为业绩兑现",低位多看逻辑,"采购流程未转订单；产品性能或稳定性不达标；客户认证延后；耗材收入不及预期；产能爬坡和毛利率承压；估值提前反映",低位关注产业逻辑和基本面,2026-08-31,"承接7月28日离子注入机与存储材料记录，新增现场调研节点"
2026-08-13,远程算力租赁出口管制风险,算力租赁链/海外GPU资源/国产算力链,BIS出口管制/远程算力/第三国部署,"消息转述BIS可能关注受限芯片经第三国流转及受限主体通过海外数据中心远程使用英伟达GPU，并可能扩展至模型和算力服务对象","BIS正式文件；远程算力是否构成出口；受限主体名单；海外数据中心责任；卡源、客户和合同合规","BIS及美国商务部文件；Bloomberg原文；公司合规公告；客户合同；海外机房部署；许可证、海关和服务条款","政策线索可能同时影响供给稀缺性与合规成本，需将硬件持有、远程调用、客户身份和收入确认拆开观察",趋势破位走；止盈止损,"监管范围扩大；许可证收紧；客户或合同被审查；交付延迟；合规成本上升；海外卡源和算力租金波动；估值扰动",条件式退出或利润保护,2026-08-31,"承接8月7日海外GPU获取与算力租赁合规记录，新增远程算力监管边界线索"
2026-08-14,晶圆代工二季度利润率与涨价验证,中芯国际/华虹公司/晶合集成/燕东微/华润微/芯联集成,晶圆代工/先进制程/成熟特色制程,"公众号以中芯和华虹二季度超指引及毛利率上行，推演先进与成熟制程已由营收增长转向价格和利润兑现","中芯华虹正式财报与Q3指引；ASP；稼动率；成熟制程涨价；12英寸产能爬坡；国产GPU与AI配套芯片订单","公司财报和业绩会；客户报价；产品结构；ASP；稼动率；产能利用率；资本开支；项目备案；晶圆投片；芯片出货；设备材料招标","既有晶圆代工涨价逻辑进入Q2财报和Q3指引验证窗口，应分别比较先进和成熟节点的价格与利润传导",高位多看图；趋势保持留,"涨价不持续或无法传导；新增产能提前释放；折旧和良率拖累；AI配套需求弱于预期；估值提前反映；趋势破位",趋势未破时跟踪量价,2026-08-31,"承接6月18日、7月6日、7月13日晶圆代工涨价记录；本次新增中芯华虹Q2盈利和Q3指引观察"
2026-08-14,DeepSeek API调价与商业化闭环,DeepSeek/国产云厂/国产算力链,模型API定价/Token需求/算力采购,"公众号称DeepSeek百万Tokens输出价格上调125%-350%，并将其解读为供给紧张和模型商业化改善","官方价格调整；涨价后调用量和客户留存；单位推理成本；模型服务收入毛利率；云厂和国产算力采购","DeepSeek官方公告和价格页；模型服务产品文档；调用量或客户案例；云厂财报；服务器和芯片采购招标；收入毛利率及现金流","价格变化是需求和商业化的观察节点，只有调用量与利润改善同时出现才可强化对算力采购的判断",提示机会；观察催化,"涨价引发调用量下滑；竞争对手降价；价格调整不改善现金流；模型收入未转化为算力采购；主题映射过度",提示机会，观察事件催化,2026-08-31,"承接DeepSeek V4价格和国产算力适配记录，新增125%-350%调价及商业化传导验证"
2026-08-17,光模块液冷Cage渗透率与市场空间,鼎通科技/奕东电子/硕贝德/意华股份/光模块产业链,光模块液冷Cage/1.6T/高速连接器,"公众号称1.6T放量和风冷物理上限推动液冷切换，2026年液冷渗透率20%-30%、2027年50%-60%（部分60%-80%），2027年市场空间75-130亿元，液冷单端口ASP约150-200元、2×8套件约2100-3000元","1.6T出货；液冷渗透率；224G端口；Tier1方案；客户认证；ASP；套件价值量；市场空间；产能","光模块厂商公告和定期报告；TE/安费诺/莫仕产品和客户资料；订单、出货、客户认证、合同负债、收入分项和毛利率；行业权威报告","承接既有液冷CAGE出货与空间台账，本次补充渗透率、ASP和市场区间，必须统一统计对象、出货基数和套件口径",高位多看图；趋势保持留,"渗透率和市场空间口径混乱；1.6T出货不及预期；ASP下降；Tier1引入二供；客户认证延后；产能良率不足；估值提前反映；趋势破位",趋势未破时跟踪量价,2026-09-15,"承接5月28日、6月5日、6月16日、7月10日、8月7日液冷CAGE记录；新增8月17日公众号空间和量价口径"
2026-08-17,中际旭创参股中石科技与内外散热协同,中际旭创/中石科技/鼎通科技/奕东电子,光模块散热/内部TIM-VC/外部液冷Cage/股权协同,"公众号称中际旭创拟参股中石科技10.47%股权，内部散热对应TIM/VC/铜凸台，外部散热对应冷板、冷却液和液冷Cage，认为参股强化全链条散热趋势而非替代Cage","股权交易公告；交易完成；内部散热产品；客户项目；1.6T功耗；液冷Cage认证；订单和收入","公司公告；交易所文件；股权变更资料；产品手册；客户认证；项目订单；收入分项；毛利率；投资者关系记录","股权参股是产业重视度线索，不能直接外推外部Cage公司订单或利润；需拆分交易事实、产品协同和财务贡献",提示机会；观察催化,"参股比例或交易口径不符；协同项目未量产；中石产品收入贡献有限；外部Cage需求或份额不兑现；光模块政策和客户风险加剧；高位回撤",提示机会，观察事件催化,2026-09-15,"新增8月17日公众号对中际旭创参股中石科技的散热协同解读，承接光模块监管扰动和液冷CAGE既有记录"
2026-08-18,传统封测景气与业绩兑现,长电科技/通富微电/华天科技,封测/传统业务/先进封装,"文章称三家公司上半年净利润预告普遍三位数增长，并以稼动率和利润率改善解释行业景气快速兑现","AI算力需求；存储涨价；稼动率；产品结构优化；封装价格改善","半年报或业绩预告；扣非净利润；稼动率；ASP；毛利率；先进封装收入；客户结构；经营现金流","业绩预告和行业景气需拆分基数效应与真实利润改善，不能用单季增速替代持续性验证",高位多看图；趋势保持留,"净利润基数效应；调价不落地；客户集中；折旧和CAPEX压力；利润率不及预期；估值提前反映；高位回撤和趋势破位",趋势未破时跟踪量价,2026-08-25,"新增8月18日公众号文章对传统封测业绩兑现和先进封装景气的跟踪，承接既有长电、通富和后道测试记录"
2026-08-18,CoWoS-L产能缺口与先进封装扩产,长电科技/通富微电/甬矽电子/汇成股份/盛合晶微,2.5D/3D先进封装/CoWoS-L,"文章称多Die加多HBM推动CoWoS-L成为国产算力下一阶段核心缺口，明年产能缺口可能达到5-7万片/月","国产GPU和ASIC量产；HBM交付；Si Bridge；RDL；Die Bond；翘曲控制；热管理；良率；客户认证","封测厂扩产公告；客户认证；设备采购和验收；有效产能；良率；订单和交付周期；GPU与HBM出货；先进封装收入分项","5-7万片/月是文章核心预测，需先统一晶圆片、封装片、月产能和有效良率口径，再验证是否转化为订单和收入",高位多看图；趋势保持留,"缺口口径夸大；国产GPU或HBM交付不及预期；扩产延期；客户认证慢；良率爬坡失败；折旧压力；估值提前反映；趋势破位",趋势未破时跟踪量价,2026-08-25,"新增8月18日CoWoS-L缺口线索，承接5月国产AI芯片先进封装瓶颈和甬矽CoWoS-L记录"
